filename,filepath,relative_path,split,category,ees_score,computation_time_ms,n_qubits,circuit_depth,status
ModerateImpairment (1880).jpg,data\train\Moderate Impairment\ModerateImpairment (1880).jpg,train\Moderate Impairment\ModerateImpairment (1880).jpg,train,Moderate Impairment,0.655824,115.25,10,1,success
ModerateImpairment (1881).jpg,data\train\Moderate Impairment\ModerateImpairment (1881).jpg,train\Moderate Impairment\ModerateImpairment (1881).jpg,train,Moderate Impairment,1.255351,106.87,10,1,success
ModerateImpairment (1882).jpg,data\train\Moderate Impairment\ModerateImpairment (1882).jpg,train\Moderate Impairment\ModerateImpairment (1882).jpg,train,Moderate Impairment,0.261711,113.13,10,1,success
ModerateImpairment (1883).jpg,data\train\Moderate Impairment\ModerateImpairment (1883).jpg,train\Moderate Impairment\ModerateImpairment (1883).jpg,train,Moderate Impairment,0.509559,122.25,10,1,success
ModerateImpairment (1884).jpg,data\train\Moderate Impairment\ModerateImpairment (1884).jpg,train\Moderate Impairment\ModerateImpairment (1884).jpg,train,Moderate Impairment,1.124692,114.1,10,1,success
ModerateImpairment (1885).jpg,data\train\Moderate Impairment\ModerateImpairment (1885).jpg,train\Moderate Impairment\ModerateImpairment (1885).jpg,train,Moderate Impairment,1.111892,113.75,10,1,success
ModerateImpairment (1886).jpg,data\train\Moderate Impairment\ModerateImpairment (1886).jpg,train\Moderate Impairment\ModerateImpairment (1886).jpg,train,Moderate Impairment,0.98794,127.41,10,1,success
ModerateImpairment (1887).jpg,data\train\Moderate Impairment\ModerateImpairment (1887).jpg,train\Moderate Impairment\ModerateImpairment (1887).jpg,train,Moderate Impairment,0.91027,108.01,10,1,success
ModerateImpairment (1888).jpg,data\train\Moderate Impairment\ModerateImpairment (1888).jpg,train\Moderate Impairment\ModerateImpairment (1888).jpg,train,Moderate Impairment,0.79261,138.8,10,1,success
ModerateImpairment (1889).jpg,data\train\Moderate Impairment\ModerateImpairment (1889).jpg,train\Moderate Impairment\ModerateImpairment (1889).jpg,train,Moderate Impairment,0.057877,120.84,10,1,success
ModerateImpairment (189).jpg,data\train\Moderate Impairment\ModerateImpairment (189).jpg,train\Moderate Impairment\ModerateImpairment (189).jpg,train,Moderate Impairment,1.310482,114.83,10,1,success
ModerateImpairment (1890).jpg,data\train\Moderate Impairment\ModerateImpairment (1890).jpg,train\Moderate Impairment\ModerateImpairment (1890).jpg,train,Moderate Impairment,0.085876,112.03,10,1,success
ModerateImpairment (1891).jpg,data\train\Moderate Impairment\ModerateImpairment (1891).jpg,train\Moderate Impairment\ModerateImpairment (1891).jpg,train,Moderate Impairment,0.688555,114.81,10,1,success
ModerateImpairment (1892).jpg,data\train\Moderate Impairment\ModerateImpairment (1892).jpg,train\Moderate Impairment\ModerateImpairment (1892).jpg,train,Moderate Impairment,0.416663,128.77,10,1,success
ModerateImpairment (1893).jpg,data\train\Moderate Impairment\ModerateImpairment (1893).jpg,train\Moderate Impairment\ModerateImpairment (1893).jpg,train,Moderate Impairment,0.202984,112.74,10,1,success
ModerateImpairment (1894).jpg,data\train\Moderate Impairment\ModerateImpairment (1894).jpg,train\Moderate Impairment\ModerateImpairment (1894).jpg,train,Moderate Impairment,0.590872,109.39,10,1,success
ModerateImpairment (1895).jpg,data\train\Moderate Impairment\ModerateImpairment (1895).jpg,train\Moderate Impairment\ModerateImpairment (1895).jpg,train,Moderate Impairment,0.073317,118.76,10,1,success
ModerateImpairment (1896).jpg,data\train\Moderate Impairment\ModerateImpairment (1896).jpg,train\Moderate Impairment\ModerateImpairment (1896).jpg,train,Moderate Impairment,0.724729,126.62,10,1,success
ModerateImpairment (1897).jpg,data\train\Moderate Impairment\ModerateImpairment (1897).jpg,train\Moderate Impairment\ModerateImpairment (1897).jpg,train,Moderate Impairment,0.939496,131.84,10,1,success
ModerateImpairment (1898).jpg,data\train\Moderate Impairment\ModerateImpairment (1898).jpg,train\Moderate Impairment\ModerateImpairment (1898).jpg,train,Moderate Impairment,0.009853,134.52,10,1,success
ModerateImpairment (1899).jpg,data\train\Moderate Impairment\ModerateImpairment (1899).jpg,train\Moderate Impairment\ModerateImpairment (1899).jpg,train,Moderate Impairment,0.771284,122.35,10,1,success
ModerateImpairment (19).jpg,data\train\Moderate Impairment\ModerateImpairment (19).jpg,train\Moderate Impairment\ModerateImpairment (19).jpg,train,Moderate Impairment,1.775085,166.26,10,1,success
ModerateImpairment (190).jpg,data\train\Moderate Impairment\ModerateImpairment (190).jpg,train\Moderate Impairment\ModerateImpairment (190).jpg,train,Moderate Impairment,0.003055,156.4,10,1,success
ModerateImpairment (1900).jpg,data\train\Moderate Impairment\ModerateImpairment (1900).jpg,train\Moderate Impairment\ModerateImpairment (1900).jpg,train,Moderate Impairment,0.566831,125.94,10,1,success
ModerateImpairment (1901).jpg,data\train\Moderate Impairment\ModerateImpairment (1901).jpg,train\Moderate Impairment\ModerateImpairment (1901).jpg,train,Moderate Impairment,0.929186,121.15,10,1,success
ModerateImpairment (1902).jpg,data\train\Moderate Impairment\ModerateImpairment (1902).jpg,train\Moderate Impairment\ModerateImpairment (1902).jpg,train,Moderate Impairment,1.205589,110.87,10,1,success
ModerateImpairment (1903).jpg,data\train\Moderate Impairment\ModerateImpairment (1903).jpg,train\Moderate Impairment\ModerateImpairment (1903).jpg,train,Moderate Impairment,1.066113,120.8,10,1,success
ModerateImpairment (1904).jpg,data\train\Moderate Impairment\ModerateImpairment (1904).jpg,train\Moderate Impairment\ModerateImpairment (1904).jpg,train,Moderate Impairment,1.077856,125.24,10,1,success
ModerateImpairment (1905).jpg,data\train\Moderate Impairment\ModerateImpairment (1905).jpg,train\Moderate Impairment\ModerateImpairment (1905).jpg,train,Moderate Impairment,0.91029,121.54,10,1,success
ModerateImpairment (1906).jpg,data\train\Moderate Impairment\ModerateImpairment (1906).jpg,train\Moderate Impairment\ModerateImpairment (1906).jpg,train,Moderate Impairment,0.634781,111.71,10,1,success
ModerateImpairment (1907).jpg,data\train\Moderate Impairment\ModerateImpairment (1907).jpg,train\Moderate Impairment\ModerateImpairment (1907).jpg,train,Moderate Impairment,0.770061,119.2,10,1,success
ModerateImpairment (1908).jpg,data\train\Moderate Impairment\ModerateImpairment (1908).jpg,train\Moderate Impairment\ModerateImpairment (1908).jpg,train,Moderate Impairment,1.655621,128.99,10,1,success
ModerateImpairment (1909).jpg,data\train\Moderate Impairment\ModerateImpairment (1909).jpg,train\Moderate Impairment\ModerateImpairment (1909).jpg,train,Moderate Impairment,1.00441,111.1,10,1,success
ModerateImpairment (191).jpg,data\train\Moderate Impairment\ModerateImpairment (191).jpg,train\Moderate Impairment\ModerateImpairment (191).jpg,train,Moderate Impairment,0.793934,120.77,10,1,success
ModerateImpairment (1910).jpg,data\train\Moderate Impairment\ModerateImpairment (1910).jpg,train\Moderate Impairment\ModerateImpairment (1910).jpg,train,Moderate Impairment,0.699948,150.03,10,1,success
ModerateImpairment (1911).jpg,data\train\Moderate Impairment\ModerateImpairment (1911).jpg,train\Moderate Impairment\ModerateImpairment (1911).jpg,train,Moderate Impairment,0.235384,111.03,10,1,success
ModerateImpairment (1912).jpg,data\train\Moderate Impairment\ModerateImpairment (1912).jpg,train\Moderate Impairment\ModerateImpairment (1912).jpg,train,Moderate Impairment,0.906888,113.24,10,1,success
ModerateImpairment (1913).jpg,data\train\Moderate Impairment\ModerateImpairment (1913).jpg,train\Moderate Impairment\ModerateImpairment (1913).jpg,train,Moderate Impairment,0.006048,119.5,10,1,success
ModerateImpairment (1914).jpg,data\train\Moderate Impairment\ModerateImpairment (1914).jpg,train\Moderate Impairment\ModerateImpairment (1914).jpg,train,Moderate Impairment,0.45846,102.91,10,1,success
ModerateImpairment (1915).jpg,data\train\Moderate Impairment\ModerateImpairment (1915).jpg,train\Moderate Impairment\ModerateImpairment (1915).jpg,train,Moderate Impairment,0.633356,113.57,10,1,success
ModerateImpairment (1916).jpg,data\train\Moderate Impairment\ModerateImpairment (1916).jpg,train\Moderate Impairment\ModerateImpairment (1916).jpg,train,Moderate Impairment,0.286323,146.58,10,1,success
ModerateImpairment (1917).jpg,data\train\Moderate Impairment\ModerateImpairment (1917).jpg,train\Moderate Impairment\ModerateImpairment (1917).jpg,train,Moderate Impairment,0.740499,117.88,10,1,success
ModerateImpairment (1918).jpg,data\train\Moderate Impairment\ModerateImpairment (1918).jpg,train\Moderate Impairment\ModerateImpairment (1918).jpg,train,Moderate Impairment,0.51015,140.7,10,1,success
ModerateImpairment (1919).jpg,data\train\Moderate Impairment\ModerateImpairment (1919).jpg,train\Moderate Impairment\ModerateImpairment (1919).jpg,train,Moderate Impairment,0.814843,131.02,10,1,success
ModerateImpairment (192).jpg,data\train\Moderate Impairment\ModerateImpairment (192).jpg,train\Moderate Impairment\ModerateImpairment (192).jpg,train,Moderate Impairment,0.189052,116.0,10,1,success
ModerateImpairment (1920).jpg,data\train\Moderate Impairment\ModerateImpairment (1920).jpg,train\Moderate Impairment\ModerateImpairment (1920).jpg,train,Moderate Impairment,0.025582,118.78,10,1,success
ModerateImpairment (1921).jpg,data\train\Moderate Impairment\ModerateImpairment (1921).jpg,train\Moderate Impairment\ModerateImpairment (1921).jpg,train,Moderate Impairment,0.432992,166.41,10,1,success
ModerateImpairment (1922).jpg,data\train\Moderate Impairment\ModerateImpairment (1922).jpg,train\Moderate Impairment\ModerateImpairment (1922).jpg,train,Moderate Impairment,0.006616,130.51,10,1,success
ModerateImpairment (1923).jpg,data\train\Moderate Impairment\ModerateImpairment (1923).jpg,train\Moderate Impairment\ModerateImpairment (1923).jpg,train,Moderate Impairment,0.776625,102.1,10,1,success
ModerateImpairment (1924).jpg,data\train\Moderate Impairment\ModerateImpairment (1924).jpg,train\Moderate Impairment\ModerateImpairment (1924).jpg,train,Moderate Impairment,1.303137,113.03,10,1,success
ModerateImpairment (1925).jpg,data\train\Moderate Impairment\ModerateImpairment (1925).jpg,train\Moderate Impairment\ModerateImpairment (1925).jpg,train,Moderate Impairment,0.621622,106.75,10,1,success
ModerateImpairment (1926).jpg,data\train\Moderate Impairment\ModerateImpairment (1926).jpg,train\Moderate Impairment\ModerateImpairment (1926).jpg,train,Moderate Impairment,0.645117,111.45,10,1,success
ModerateImpairment (1927).jpg,data\train\Moderate Impairment\ModerateImpairment (1927).jpg,train\Moderate Impairment\ModerateImpairment (1927).jpg,train,Moderate Impairment,1.291659,146.45,10,1,success
ModerateImpairment (1928).jpg,data\train\Moderate Impairment\ModerateImpairment (1928).jpg,train\Moderate Impairment\ModerateImpairment (1928).jpg,train,Moderate Impairment,0.322974,106.64,10,1,success
ModerateImpairment (1929).jpg,data\train\Moderate Impairment\ModerateImpairment (1929).jpg,train\Moderate Impairment\ModerateImpairment (1929).jpg,train,Moderate Impairment,1.137186,110.3,10,1,success
ModerateImpairment (193).jpg,data\train\Moderate Impairment\ModerateImpairment (193).jpg,train\Moderate Impairment\ModerateImpairment (193).jpg,train,Moderate Impairment,0.304919,119.8,10,1,success
ModerateImpairment (1930).jpg,data\train\Moderate Impairment\ModerateImpairment (1930).jpg,train\Moderate Impairment\ModerateImpairment (1930).jpg,train,Moderate Impairment,0.59122,130.65,10,1,success
ModerateImpairment (1931).jpg,data\train\Moderate Impairment\ModerateImpairment (1931).jpg,train\Moderate Impairment\ModerateImpairment (1931).jpg,train,Moderate Impairment,0.722015,106.69,10,1,success
ModerateImpairment (1932).jpg,data\train\Moderate Impairment\ModerateImpairment (1932).jpg,train\Moderate Impairment\ModerateImpairment (1932).jpg,train,Moderate Impairment,0.637169,111.95,10,1,success
ModerateImpairment (1933).jpg,data\train\Moderate Impairment\ModerateImpairment (1933).jpg,train\Moderate Impairment\ModerateImpairment (1933).jpg,train,Moderate Impairment,1.398271,112.85,10,1,success
ModerateImpairment (1934).jpg,data\train\Moderate Impairment\ModerateImpairment (1934).jpg,train\Moderate Impairment\ModerateImpairment (1934).jpg,train,Moderate Impairment,0.24552,154.29,10,1,success
ModerateImpairment (1935).jpg,data\train\Moderate Impairment\ModerateImpairment (1935).jpg,train\Moderate Impairment\ModerateImpairment (1935).jpg,train,Moderate Impairment,0.478031,114.55,10,1,success
ModerateImpairment (1936).jpg,data\train\Moderate Impairment\ModerateImpairment (1936).jpg,train\Moderate Impairment\ModerateImpairment (1936).jpg,train,Moderate Impairment,1.070155,117.87,10,1,success
ModerateImpairment (1937).jpg,data\train\Moderate Impairment\ModerateImpairment (1937).jpg,train\Moderate Impairment\ModerateImpairment (1937).jpg,train,Moderate Impairment,0.336717,103.57,10,1,success
ModerateImpairment (1938).jpg,data\train\Moderate Impairment\ModerateImpairment (1938).jpg,train\Moderate Impairment\ModerateImpairment (1938).jpg,train,Moderate Impairment,0.32474,117.27,10,1,success
ModerateImpairment (1939).jpg,data\train\Moderate Impairment\ModerateImpairment (1939).jpg,train\Moderate Impairment\ModerateImpairment (1939).jpg,train,Moderate Impairment,0.611389,114.09,10,1,success
ModerateImpairment (194).jpg,data\train\Moderate Impairment\ModerateImpairment (194).jpg,train\Moderate Impairment\ModerateImpairment (194).jpg,train,Moderate Impairment,0.032789,119.91,10,1,success
ModerateImpairment (1940).jpg,data\train\Moderate Impairment\ModerateImpairment (1940).jpg,train\Moderate Impairment\ModerateImpairment (1940).jpg,train,Moderate Impairment,0.920117,107.52,10,1,success
ModerateImpairment (1941).jpg,data\train\Moderate Impairment\ModerateImpairment (1941).jpg,train\Moderate Impairment\ModerateImpairment (1941).jpg,train,Moderate Impairment,1.156746,110.1,10,1,success
ModerateImpairment (1942).jpg,data\train\Moderate Impairment\ModerateImpairment (1942).jpg,train\Moderate Impairment\ModerateImpairment (1942).jpg,train,Moderate Impairment,0.325244,112.32,10,1,success
ModerateImpairment (1943).jpg,data\train\Moderate Impairment\ModerateImpairment (1943).jpg,train\Moderate Impairment\ModerateImpairment (1943).jpg,train,Moderate Impairment,1.591927,106.68,10,1,success
ModerateImpairment (1944).jpg,data\train\Moderate Impairment\ModerateImpairment (1944).jpg,train\Moderate Impairment\ModerateImpairment (1944).jpg,train,Moderate Impairment,0.512664,116.11,10,1,success
ModerateImpairment (1945).jpg,data\train\Moderate Impairment\ModerateImpairment (1945).jpg,train\Moderate Impairment\ModerateImpairment (1945).jpg,train,Moderate Impairment,1.33237,109.74,10,1,success
ModerateImpairment (1946).jpg,data\train\Moderate Impairment\ModerateImpairment (1946).jpg,train\Moderate Impairment\ModerateImpairment (1946).jpg,train,Moderate Impairment,1.08744,108.98,10,1,success
ModerateImpairment (1947).jpg,data\train\Moderate Impairment\ModerateImpairment (1947).jpg,train\Moderate Impairment\ModerateImpairment (1947).jpg,train,Moderate Impairment,0.894318,144.28,10,1,success
ModerateImpairment (1948).jpg,data\train\Moderate Impairment\ModerateImpairment (1948).jpg,train\Moderate Impairment\ModerateImpairment (1948).jpg,train,Moderate Impairment,0.376309,112.59,10,1,success
ModerateImpairment (1949).jpg,data\train\Moderate Impairment\ModerateImpairment (1949).jpg,train\Moderate Impairment\ModerateImpairment (1949).jpg,train,Moderate Impairment,0.939993,119.59,10,1,success
ModerateImpairment (195).jpg,data\train\Moderate Impairment\ModerateImpairment (195).jpg,train\Moderate Impairment\ModerateImpairment (195).jpg,train,Moderate Impairment,1.757438,111.3,10,1,success
ModerateImpairment (1950).jpg,data\train\Moderate Impairment\ModerateImpairment (1950).jpg,train\Moderate Impairment\ModerateImpairment (1950).jpg,train,Moderate Impairment,1.876326,106.65,10,1,success
ModerateImpairment (1951).jpg,data\train\Moderate Impairment\ModerateImpairment (1951).jpg,train\Moderate Impairment\ModerateImpairment (1951).jpg,train,Moderate Impairment,0.81188,116.18,10,1,success
ModerateImpairment (1952).jpg,data\train\Moderate Impairment\ModerateImpairment (1952).jpg,train\Moderate Impairment\ModerateImpairment (1952).jpg,train,Moderate Impairment,0.16828,104.13,10,1,success
ModerateImpairment (1953).jpg,data\train\Moderate Impairment\ModerateImpairment (1953).jpg,train\Moderate Impairment\ModerateImpairment (1953).jpg,train,Moderate Impairment,0.348253,111.88,10,1,success
ModerateImpairment (1954).jpg,data\train\Moderate Impairment\ModerateImpairment (1954).jpg,train\Moderate Impairment\ModerateImpairment (1954).jpg,train,Moderate Impairment,0.704667,104.17,10,1,success
ModerateImpairment (1955).jpg,data\train\Moderate Impairment\ModerateImpairment (1955).jpg,train\Moderate Impairment\ModerateImpairment (1955).jpg,train,Moderate Impairment,0.604927,107.54,10,1,success
ModerateImpairment (1956).jpg,data\train\Moderate Impairment\ModerateImpairment (1956).jpg,train\Moderate Impairment\ModerateImpairment (1956).jpg,train,Moderate Impairment,5.7e-05,106.31,10,1,success
ModerateImpairment (1957).jpg,data\train\Moderate Impairment\ModerateImpairment (1957).jpg,train\Moderate Impairment\ModerateImpairment (1957).jpg,train,Moderate Impairment,1.566118,303.7,10,1,success
ModerateImpairment (1958).jpg,data\train\Moderate Impairment\ModerateImpairment (1958).jpg,train\Moderate Impairment\ModerateImpairment (1958).jpg,train,Moderate Impairment,0.121072,139.29,10,1,success
ModerateImpairment (1959).jpg,data\train\Moderate Impairment\ModerateImpairment (1959).jpg,train\Moderate Impairment\ModerateImpairment (1959).jpg,train,Moderate Impairment,0.050296,112.63,10,1,success
ModerateImpairment (196).jpg,data\train\Moderate Impairment\ModerateImpairment (196).jpg,train\Moderate Impairment\ModerateImpairment (196).jpg,train,Moderate Impairment,0.035517,114.65,10,1,success
ModerateImpairment (1960).jpg,data\train\Moderate Impairment\ModerateImpairment (1960).jpg,train\Moderate Impairment\ModerateImpairment (1960).jpg,train,Moderate Impairment,0.626681,113.3,10,1,success
ModerateImpairment (1961).jpg,data\train\Moderate Impairment\ModerateImpairment (1961).jpg,train\Moderate Impairment\ModerateImpairment (1961).jpg,train,Moderate Impairment,1.477505,103.85,10,1,success
ModerateImpairment (1962).jpg,data\train\Moderate Impairment\ModerateImpairment (1962).jpg,train\Moderate Impairment\ModerateImpairment (1962).jpg,train,Moderate Impairment,0.00012,109.28,10,1,success
ModerateImpairment (1963).jpg,data\train\Moderate Impairment\ModerateImpairment (1963).jpg,train\Moderate Impairment\ModerateImpairment (1963).jpg,train,Moderate Impairment,1.407622,101.61,10,1,success
ModerateImpairment (1964).jpg,data\train\Moderate Impairment\ModerateImpairment (1964).jpg,train\Moderate Impairment\ModerateImpairment (1964).jpg,train,Moderate Impairment,0.273308,144.41,10,1,success
ModerateImpairment (1965).jpg,data\train\Moderate Impairment\ModerateImpairment (1965).jpg,train\Moderate Impairment\ModerateImpairment (1965).jpg,train,Moderate Impairment,0.415101,132.49,10,1,success
ModerateImpairment (1966).jpg,data\train\Moderate Impairment\ModerateImpairment (1966).jpg,train\Moderate Impairment\ModerateImpairment (1966).jpg,train,Moderate Impairment,0.600118,114.12,10,1,success
ModerateImpairment (1967).jpg,data\train\Moderate Impairment\ModerateImpairment (1967).jpg,train\Moderate Impairment\ModerateImpairment (1967).jpg,train,Moderate Impairment,0.157449,117.07,10,1,success
ModerateImpairment (1968).jpg,data\train\Moderate Impairment\ModerateImpairment (1968).jpg,train\Moderate Impairment\ModerateImpairment (1968).jpg,train,Moderate Impairment,0.916538,108.71,10,1,success
ModerateImpairment (1969).jpg,data\train\Moderate Impairment\ModerateImpairment (1969).jpg,train\Moderate Impairment\ModerateImpairment (1969).jpg,train,Moderate Impairment,0.259717,102.04,10,1,success
ModerateImpairment (197).jpg,data\train\Moderate Impairment\ModerateImpairment (197).jpg,train\Moderate Impairment\ModerateImpairment (197).jpg,train,Moderate Impairment,0.017528,106.02,10,1,success
ModerateImpairment (1970).jpg,data\train\Moderate Impairment\ModerateImpairment (1970).jpg,train\Moderate Impairment\ModerateImpairment (1970).jpg,train,Moderate Impairment,0.609896,137.11,10,1,success
ModerateImpairment (1971).jpg,data\train\Moderate Impairment\ModerateImpairment (1971).jpg,train\Moderate Impairment\ModerateImpairment (1971).jpg,train,Moderate Impairment,0.993272,134.12,10,1,success
ModerateImpairment (1972).jpg,data\train\Moderate Impairment\ModerateImpairment (1972).jpg,train\Moderate Impairment\ModerateImpairment (1972).jpg,train,Moderate Impairment,0.822278,138.3,10,1,success
ModerateImpairment (1973).jpg,data\train\Moderate Impairment\ModerateImpairment (1973).jpg,train\Moderate Impairment\ModerateImpairment (1973).jpg,train,Moderate Impairment,0.782108,148.98,10,1,success
ModerateImpairment (1974).jpg,data\train\Moderate Impairment\ModerateImpairment (1974).jpg,train\Moderate Impairment\ModerateImpairment (1974).jpg,train,Moderate Impairment,0.276057,143.31,10,1,success
ModerateImpairment (1975).jpg,data\train\Moderate Impairment\ModerateImpairment (1975).jpg,train\Moderate Impairment\ModerateImpairment (1975).jpg,train,Moderate Impairment,1.283433,138.29,10,1,success
ModerateImpairment (1976).jpg,data\train\Moderate Impairment\ModerateImpairment (1976).jpg,train\Moderate Impairment\ModerateImpairment (1976).jpg,train,Moderate Impairment,0.094937,135.67,10,1,success
ModerateImpairment (1977).jpg,data\train\Moderate Impairment\ModerateImpairment (1977).jpg,train\Moderate Impairment\ModerateImpairment (1977).jpg,train,Moderate Impairment,0.78782,143.59,10,1,success
ModerateImpairment (1978).jpg,data\train\Moderate Impairment\ModerateImpairment (1978).jpg,train\Moderate Impairment\ModerateImpairment (1978).jpg,train,Moderate Impairment,1.125378,140.85,10,1,success
ModerateImpairment (1979).jpg,data\train\Moderate Impairment\ModerateImpairment (1979).jpg,train\Moderate Impairment\ModerateImpairment (1979).jpg,train,Moderate Impairment,0.178915,128.93,10,1,success
ModerateImpairment (198).jpg,data\train\Moderate Impairment\ModerateImpairment (198).jpg,train\Moderate Impairment\ModerateImpairment (198).jpg,train,Moderate Impairment,0.988871,111.61,10,1,success
ModerateImpairment (1980).jpg,data\train\Moderate Impairment\ModerateImpairment (1980).jpg,train\Moderate Impairment\ModerateImpairment (1980).jpg,train,Moderate Impairment,0.402118,123.72,10,1,success
ModerateImpairment (1981).jpg,data\train\Moderate Impairment\ModerateImpairment (1981).jpg,train\Moderate Impairment\ModerateImpairment (1981).jpg,train,Moderate Impairment,0.44947,117.28,10,1,success
ModerateImpairment (1982).jpg,data\train\Moderate Impairment\ModerateImpairment (1982).jpg,train\Moderate Impairment\ModerateImpairment (1982).jpg,train,Moderate Impairment,0.222669,144.93,10,1,success
ModerateImpairment (1983).jpg,data\train\Moderate Impairment\ModerateImpairment (1983).jpg,train\Moderate Impairment\ModerateImpairment (1983).jpg,train,Moderate Impairment,1.213812,126.77,10,1,success
ModerateImpairment (1984).jpg,data\train\Moderate Impairment\ModerateImpairment (1984).jpg,train\Moderate Impairment\ModerateImpairment (1984).jpg,train,Moderate Impairment,0.508529,141.87,10,1,success
ModerateImpairment (1985).jpg,data\train\Moderate Impairment\ModerateImpairment (1985).jpg,train\Moderate Impairment\ModerateImpairment (1985).jpg,train,Moderate Impairment,0.978795,98.74,10,1,success
ModerateImpairment (1986).jpg,data\train\Moderate Impairment\ModerateImpairment (1986).jpg,train\Moderate Impairment\ModerateImpairment (1986).jpg,train,Moderate Impairment,0.171844,105.8,10,1,success
ModerateImpairment (1987).jpg,data\train\Moderate Impairment\ModerateImpairment (1987).jpg,train\Moderate Impairment\ModerateImpairment (1987).jpg,train,Moderate Impairment,0.828424,110.09,10,1,success
ModerateImpairment (1988).jpg,data\train\Moderate Impairment\ModerateImpairment (1988).jpg,train\Moderate Impairment\ModerateImpairment (1988).jpg,train,Moderate Impairment,0.555879,101.76,10,1,success
ModerateImpairment (1989).jpg,data\train\Moderate Impairment\ModerateImpairment (1989).jpg,train\Moderate Impairment\ModerateImpairment (1989).jpg,train,Moderate Impairment,0.609822,115.08,10,1,success
ModerateImpairment (199).jpg,data\train\Moderate Impairment\ModerateImpairment (199).jpg,train\Moderate Impairment\ModerateImpairment (199).jpg,train,Moderate Impairment,1.634225,121.47,10,1,success
ModerateImpairment (1990).jpg,data\train\Moderate Impairment\ModerateImpairment (1990).jpg,train\Moderate Impairment\ModerateImpairment (1990).jpg,train,Moderate Impairment,0.966436,128.4,10,1,success
ModerateImpairment (1991).jpg,data\train\Moderate Impairment\ModerateImpairment (1991).jpg,train\Moderate Impairment\ModerateImpairment (1991).jpg,train,Moderate Impairment,0.842897,128.42,10,1,success
ModerateImpairment (1992).jpg,data\train\Moderate Impairment\ModerateImpairment (1992).jpg,train\Moderate Impairment\ModerateImpairment (1992).jpg,train,Moderate Impairment,0.126192,176.5,10,1,success
ModerateImpairment (1993).jpg,data\train\Moderate Impairment\ModerateImpairment (1993).jpg,train\Moderate Impairment\ModerateImpairment (1993).jpg,train,Moderate Impairment,0.349256,150.55,10,1,success
ModerateImpairment (1994).jpg,data\train\Moderate Impairment\ModerateImpairment (1994).jpg,train\Moderate Impairment\ModerateImpairment (1994).jpg,train,Moderate Impairment,0.704605,131.14,10,1,success
ModerateImpairment (1995).jpg,data\train\Moderate Impairment\ModerateImpairment (1995).jpg,train\Moderate Impairment\ModerateImpairment (1995).jpg,train,Moderate Impairment,0.708407,118.38,10,1,success
ModerateImpairment (1996).jpg,data\train\Moderate Impairment\ModerateImpairment (1996).jpg,train\Moderate Impairment\ModerateImpairment (1996).jpg,train,Moderate Impairment,0.52025,136.03,10,1,success
ModerateImpairment (1997).jpg,data\train\Moderate Impairment\ModerateImpairment (1997).jpg,train\Moderate Impairment\ModerateImpairment (1997).jpg,train,Moderate Impairment,0.465676,117.09,10,1,success
ModerateImpairment (1998).jpg,data\train\Moderate Impairment\ModerateImpairment (1998).jpg,train\Moderate Impairment\ModerateImpairment (1998).jpg,train,Moderate Impairment,0.873244,126.33,10,1,success
ModerateImpairment (1999).jpg,data\train\Moderate Impairment\ModerateImpairment (1999).jpg,train\Moderate Impairment\ModerateImpairment (1999).jpg,train,Moderate Impairment,1.102858,122.61,10,1,success
ModerateImpairment (2).jpg,data\train\Moderate Impairment\ModerateImpairment (2).jpg,train\Moderate Impairment\ModerateImpairment (2).jpg,train,Moderate Impairment,0.889485,111.2,10,1,success
ModerateImpairment (20).jpg,data\train\Moderate Impairment\ModerateImpairment (20).jpg,train\Moderate Impairment\ModerateImpairment (20).jpg,train,Moderate Impairment,0.537185,107.72,10,1,success
ModerateImpairment (200).jpg,data\train\Moderate Impairment\ModerateImpairment (200).jpg,train\Moderate Impairment\ModerateImpairment (200).jpg,train,Moderate Impairment,1.864891,120.85,10,1,success
ModerateImpairment (2000).jpg,data\train\Moderate Impairment\ModerateImpairment (2000).jpg,train\Moderate Impairment\ModerateImpairment (2000).jpg,train,Moderate Impairment,0.809644,106.11,10,1,success
ModerateImpairment (2001).jpg,data\train\Moderate Impairment\ModerateImpairment (2001).jpg,train\Moderate Impairment\ModerateImpairment (2001).jpg,train,Moderate Impairment,0.258861,104.35,10,1,success
ModerateImpairment (2002).jpg,data\train\Moderate Impairment\ModerateImpairment (2002).jpg,train\Moderate Impairment\ModerateImpairment (2002).jpg,train,Moderate Impairment,1.659766,144.36,10,1,success
ModerateImpairment (2003).jpg,data\train\Moderate Impairment\ModerateImpairment (2003).jpg,train\Moderate Impairment\ModerateImpairment (2003).jpg,train,Moderate Impairment,1.314449,120.58,10,1,success
ModerateImpairment (2004).jpg,data\train\Moderate Impairment\ModerateImpairment (2004).jpg,train\Moderate Impairment\ModerateImpairment (2004).jpg,train,Moderate Impairment,0.938643,120.66,10,1,success
ModerateImpairment (2005).jpg,data\train\Moderate Impairment\ModerateImpairment (2005).jpg,train\Moderate Impairment\ModerateImpairment (2005).jpg,train,Moderate Impairment,1.634637,117.17,10,1,success
ModerateImpairment (2006).jpg,data\train\Moderate Impairment\ModerateImpairment (2006).jpg,train\Moderate Impairment\ModerateImpairment (2006).jpg,train,Moderate Impairment,0.889988,110.72,10,1,success
